drug,codrug,Evidence_level,Clinical_significance,Management_option,level_1_atc_drug,level_1_atc_codrug,ATC_vector
A03FA03,A02BC01,dokumenteret,ingen,7,A,A,A02BC01_A03FA03
C09DX01,G03AB05,dokumenteret,ingen,7,C,G,C09DX01_G03AB05
C07AB03,J02AC02,dokumenteret,ingen,7,C,J,C07AB03_J02AC02
M01AH05,B02BC30,dokumenteret,ingen,7,M,B,B02BC30_M01AH05
G02BB01,N06AX26,dokumenteret,ingen,7,G,N,G02BB01_N06AX26
C09DX03,C09DA08,dokumenteret,ingen,7,C,C,C09DA08_C09DX03
C09DX03,C07BB02,dokumenteret,ingen,7,C,C,C07BB02_C09DX03
C09DX03,C09DA06,dokumenteret,ingen,7,C,C,C09DA06_C09DX03
G03AA07,G04CA53,dokumenteret,ingen,7,G,G,G03AA07_G04CA53
G03AA09,N06AX26,dokumenteret,ingen,7,G,N,G03AA09_N06AX26
C09DX03,C09DX01,dokumenteret,ingen,7,C,C,C09DX01_C09DX03
C09DX03,C07BB07,dokumenteret,ingen,7,C,C,C07BB07_C09DX03
C09DX03,C09BA02,dokumenteret,ingen,7,C,C,C09BA02_C09DX03
G03AB05,C09DX03,dokumenteret,ingen,7,G,C,C09DX03_G03AB05
C09DX03,C03AA03,dokumenteret,ingen,7,C,C,C03AA03_C09DX03
N03AG04,G03AB05,dokumenteret,ingen,7,N,G,G03AB05_N03AG04
N03AG04,G03CA03,dokumenteret,ingen,7,N,G,G03CA03_N03AG04
C10AA03,N06AX25,dokumenteret,ingen,7,C,N,C10AA03_N06AX25
C09DX03,C03EA01,dokumenteret,ingen,7,C,C,C03EA01_C09DX03
C09DX03,C09BA03,dokumenteret,ingen,7,C,C,C09BA03_C09DX03
C09DX03,C09BA05,dokumenteret,ingen,7,C,C,C09BA05_C09DX03
C09DX03,C09DA04,dokumenteret,ingen,7,C,C,C09DA04_C09DX03
M02AA13,N06AX25,dokumenteret,ingen,7,M,N,M02AA13_N06AX25
C09DB01,C09DA08,dokumenteret,ingen,7,C,C,C09DA08_C09DB01
J05AR14,C10BA06,dokumenteret,ingen,7,J,C,C10BA06_J05AR14
C09DB01,C09DA06,dokumenteret,ingen,7,C,C,C09DA06_C09DB01
C09DB01,C09DA01,dokumenteret,ingen,7,C,C,C09DA01_C09DB01
C09DB01,C09DA03,dokumenteret,ingen,7,C,C,C09DA03_C09DB01
C09DB01,C09DX01,dokumenteret,ingen,7,C,C,C09DB01_C09DX01
C09DB01,C07BB07,dokumenteret,ingen,7,C,C,C07BB07_C09DB01
G03FA01,C10BA06,dokumenteret,ingen,7,G,C,C10BA06_G03FA01
N03AG04,G03AA11,dokumenteret,ingen,7,N,G,G03AA11_N03AG04
D04AB01,M03AC09,begrænset dokumenteret,ingen,7,D,M,D04AB01_M03AC09
C09DB01,C09DA07,dokumenteret,ingen,7,C,C,C09DA07_C09DB01
C09DB01,C09BA01,dokumenteret,ingen,7,C,C,C09BA01_C09DB01
C09DB01,C09DX03,dokumenteret,ingen,7,C,C,C09DB01_C09DX03
C09DB01,C03EA01,dokumenteret,ingen,7,C,C,C03EA01_C09DB01
G03AA10,C10AA07,dokumenteret,ingen,7,G,C,C10AA07_G03AA10
J05AR22,G03AA12,dokumenteret,ingen,7,J,G,G03AA12_J05AR22
H02AB07,N06AX25,dokumenteret,ingen,7,H,N,H02AB07_N06AX25
C01DX16,A10BB01,begrænset dokumenteret,ingen,7,C,A,A10BB01_C01DX16
G03FA12,C09DA08,dokumenteret,ingen,7,G,C,C09DA08_G03FA12
G03AB08,C10BA06,dokumenteret,ingen,7,G,C,C10BA06_G03AB08
G03FA12,C09DA06,dokumenteret,ingen,7,G,C,C09DA06_G03FA12
C01EB16,N06AX25,dokumenteret,ingen,7,C,N,C01EB16_N06AX25
G03FA12,C09DA03,dokumenteret,ingen,7,G,C,C09DA03_G03FA12
G03FA12,C09DX01,dokumenteret,ingen,7,G,C,C09DX01_G03FA12
B05BA02,C10AA07,dokumenteret,ingen,7,B,C,B05BA02_C10AA07
V03AX03,C10BA06,dokumenteret,ingen,7,V,C,C10BA06_V03AX03
G03AA09,J01CR02,dokumenteret,ingen,7,G,J,G03AA09_J01CR02
A10BD07,C10BA06,dokumenteret,ingen,7,A,C,A10BD07_C10BA06
A10BD07,C10AA07,dokumenteret,ingen,7,A,C,A10BD07_C10AA07
A10BD08,C10BA06,dokumenteret,ingen,7,A,C,A10BD08_C10BA06
A10BD08,C10AA07,dokumenteret,ingen,7,A,C,A10BD08_C10AA07
G03AA14,C10BA06,dokumenteret,ingen,7,G,C,C10BA06_G03AA14
G03AA14,C10AA07,dokumenteret,ingen,7,G,C,C10AA07_G03AA14
G03FA12,C09BA05,dokumenteret,ingen,7,G,C,C09BA05_G03FA12
G03FA12,C09DA04,dokumenteret,ingen,7,G,C,C09DA04_G03FA12
A02BC05,J01CA04,dokumenteret,ingen,7,A,J,A02BC05_J01CA04
G03FA12,C09DA08,dokumenteret,ingen,7,G,C,C09DA08_G03FA12
G03FA14,J01CA04,dokumenteret,ingen,7,G,J,G03FA14_J01CA04
A10BD05,C10AA07,dokumenteret,ingen,7,A,C,A10BD05_C10AA07
J05AF13,G03AB08,dokumenteret,ingen,7,J,G,G03AB08_J05AF13
R03DC03,A10BG03,dokumenteret,ingen,7,R,A,A10BG03_R03DC03
G03FA12,C09DX01,dokumenteret,ingen,7,G,C,C09DX01_G03FA12
G03FA12,C07BB07,dokumenteret,ingen,7,G,C,C07BB07_G03FA12
G03FA12,C09BA02,dokumenteret,ingen,7,G,C,C09BA02_G03FA12
G03FA12,C09XA52,dokumenteret,ingen,7,G,C,C09XA52_G03FA12
G03FA12,C03AA03,dokumenteret,ingen,7,G,C,C03AA03_G03FA12
G03FA12,C09DA07,dokumenteret,ingen,7,G,C,C09DA07_G03FA12
G03FA12,C09BA01,dokumenteret,ingen,7,G,C,C09BA01_G03FA12
G03FA12,C09DX03,dokumenteret,ingen,7,G,C,C09DX03_G03FA12
G03FA12,C03EA01,dokumenteret,ingen,7,G,C,C03EA01_G03FA12
G03FA12,C09BA03,dokumenteret,ingen,7,G,C,C09BA03_G03FA12
G03FA12,C09BA05,dokumenteret,ingen,7,G,C,C09BA05_G03FA12
B05BA10,C10AA07,dokumenteret,ingen,7,B,C,B05BA10_C10AA07
G03AA09,C10BA06,dokumenteret,ingen,7,G,C,C10BA06_G03AA09
G03AA09,C10AA07,dokumenteret,ingen,7,G,C,C10AA07_G03AA09
G03AB03,J01CA04,dokumenteret,ingen,7,G,J,G03AB03_J01CA04
G03AC06,C10AA07,dokumenteret,ingen,7,G,C,C10AA07_G03AC06
G03AA16,C09DA01,dokumenteret,ingen,7,G,C,C09DA01_G03AA16
G03AA16,C09DA03,dokumenteret,ingen,7,G,C,C09DA03_G03AA16
G03FA01,C10BA06,dokumenteret,ingen,7,G,C,C10BA06_G03FA01
G03AA16,C07BB07,dokumenteret,ingen,7,G,C,C07BB07_G03AA16
G03AA10,C10BA06,dokumenteret,ingen,7,G,C,C10BA06_G03AA10
G03AA10,C10AA07,dokumenteret,ingen,7,G,C,C10AA07_G03AA10
J05AR15,C10BA06,dokumenteret,ingen,7,J,C,C10BA06_J05AR15
J05AR15,C10AA07,dokumenteret,ingen,7,J,C,C10AA07_J05AR15
G03AB08,C10BA06,dokumenteret,ingen,7,G,C,C10BA06_G03AB08
G03AB08,C10AA07,dokumenteret,ingen,7,G,C,C10AA07_G03AB08
G03AA16,C03EA01,dokumenteret,ingen,7,G,C,C03EA01_G03AA16
S01BA04,N06AX25,dokumenteret,ingen,7,S,N,N06AX25_S01BA04
G03AA16,C09BA05,dokumenteret,ingen,7,G,C,C09BA05_G03AA16
G03AA12,C10AA07,dokumenteret,ingen,7,G,C,C10AA07_G03AA12
J04AM06,C10BA06,dokumenteret,ingen,7,J,C,C10BA06_J04AM06
G03DA02,C09DX01,dokumenteret,ingen,7,G,C,C09DX01_G03DA02
C09DB04,C07BB02,dokumenteret,ingen,7,C,C,C07BB02_C09DB04
G03AA10,J01CR02,dokumenteret,ingen,7,G,J,G03AA10_J01CR02
G03CA03,A05AA02,dokumenteret,ingen,7,G,A,A05AA02_G03CA03
A10BD23,C10AA07,dokumenteret,ingen,7,A,C,A10BD23_C10AA07
A11CA01,B03AB10,dokumenteret,ingen,7,A,B,A11CA01_B03AB10
A11CA01,B03AA01,dokumenteret,ingen,7,A,B,A11CA01_B03AA01
G03AB03,C10BA06,dokumenteret,ingen,7,G,C,C10BA06_G03AB03
G03FA12,N06AB03,dokumenteret,ingen,7,G,N,G03FA12_N06AB03
G03FA14,N06AB03,dokumenteret,ingen,7,G,N,G03FA14_N06AB03
A10BD20,C10AA07,dokumenteret,ingen,7,A,C,A10BD20_C10AA07
A11CA01,B03AC,dokumenteret,ingen,7,A,B,A11CA01_B03AC
G03FA01,N06AB03,dokumenteret,ingen,7,G,N,G03FA01_N06AB03
G03CA04,N06AB03,dokumenteret,ingen,7,G,N,G03CA04_N06AB03
C09DB04,C09BA03,dokumenteret,ingen,7,C,C,C09BA03_C09DB04
C09DB04,C09BA05,dokumenteret,ingen,7,C,C,C09BA05_C09DB04
J05AR18,C10AA07,dokumenteret,ingen,7,J,C,C10AA07_J05AR18
G03FA12,J01CA04,dokumenteret,ingen,7,G,J,G03FA12_J01CA04
A10BD16,C09DA08,dokumenteret,ingen,7,A,C,A10BD16_C09DA08
G03FA14,C10BA06,dokumenteret,ingen,7,G,C,C10BA06_G03FA14
G03AA16,N06AB03,dokumenteret,ingen,7,G,N,G03AA16_N06AB03
N02AJ13,C09BA02,dokumenteret,ingen,7,N,C,C09BA02_N02AJ13
G03AB03,C10AA07,dokumenteret,ingen,7,G,C,C10AA07_G03AB03
G03CA04,C10BA06,dokumenteret,ingen,7,G,C,C10BA06_G03CA04
G03CA04,C10AA07,dokumenteret,ingen,7,G,C,C10AA07_G03CA04
C01AA05,C10BA06,dokumenteret,ingen,7,C,C,C01AA05_C10BA06
C01AA05,C10AA07,dokumenteret,ingen,7,C,C,C01AA05_C10AA07
J05AR06,J05AP53,dokumenteret,ingen,7,J,J,J05AP53_J05AR06
G03FB08,J01CR02,dokumenteret,ingen,7,G,J,G03FB08_J01CR02
G03FA17,J01CA04,dokumenteret,ingen,7,G,J,G03FA17_J01CA04
G03FA17,J01CR02,dokumenteret,ingen,7,G,J,G03FA17_J01CR02
G03FA14,J01CA04,dokumenteret,ingen,7,G,J,G03FA14_J01CA04
A10BD15,C10AA07,dokumenteret,ingen,7,A,C,A10BD15_C10AA07
G03AB08,J01CA04,dokumenteret,ingen,7,G,J,G03AB08_J01CA04
G03AB08,J01CR02,dokumenteret,ingen,7,G,J,G03AB08_J01CR02
G03AA12,J01CA04,dokumenteret,ingen,7,G,J,G03AA12_J01CA04
C09DX01,C09DA08,dokumenteret,ingen,7,C,C,C09DA08_C09DX01
C09DX01,C07BB02,dokumenteret,ingen,7,C,C,C07BB02_C09DX01
C09DX01,C09DA06,dokumenteret,ingen,7,C,C,C09DA06_C09DX01
G03AA09,N06AB03,dokumenteret,ingen,7,G,N,G03AA09_N06AB03
G03AB08,J05AR24,dokumenteret,ingen,7,G,J,G03AB08_J05AR24
G03AC09,N06AB03,dokumenteret,ingen,7,G,N,G03AC09_N06AB03
G03AA16,A02BC03,dokumenteret,ingen,7,G,A,A02BC03_G03AA16
L01CD02,L01XE01,dokumenteret,ingen,7,L,L,L01CD02_L01XE01
N03AG04,G03CA04,dokumenteret,ingen,7,N,G,G03CA04_N03AG04
C09DB02,B01AC04,veldokumenteret,ingen,7,C,B,B01AC04_C09DB02
G03FB08,N06AB03,dokumenteret,ingen,7,G,N,G03FB08_N06AB03
G02BA03,N06AB03,dokumenteret,ingen,7,G,N,G02BA03_N06AB03
G03AA07,N06AB03,dokumenteret,ingen,7,G,N,G03AA07_N06AB03
G03AA10,N06AB03,dokumenteret,ingen,7,G,N,G03AA10_N06AB03
G03AC06,J05AR13,dokumenteret,ingen,7,G,J,G03AC06_J05AR13
A04AA55,L01AA01,dokumenteret,ingen,7,A,L,A04AA55_L01AA01
C03EB01,A08AB01,dokumenteret,ingen,7,C,A,A08AB01_C03EB01
G03AA14,N06AB03,dokumenteret,ingen,7,G,N,G03AA14_N06AB03
G03AB03,N06AB03,dokumenteret,ingen,7,G,N,G03AB03_N06AB03
G02BB01,N06AB03,dokumenteret,ingen,7,G,N,G02BB01_N06AB03
G03FB06,N06AB03,dokumenteret,ingen,7,G,N,G03FB06_N06AB03
G03FB06,J05AR13,dokumenteret,ingen,7,G,J,G03FB06_J05AR13
G03DA02,N06AB03,dokumenteret,ingen,7,G,N,G03DA02_N06AB03
G03FB08,A10BJ02,dokumenteret,ingen,7,G,A,A10BJ02_G03FB08
A10BJ05,C09AA03,dokumenteret,ingen,7,A,C,A10BJ05_C09AA03
B01AC30,A12CC30,dokumenteret,ingen,7,B,A,A12CC30_B01AC30
R03DX07,D01AC08,begrænset dokumenteret,ingen,7,R,D,D01AC08_R03DX07
G03AB05,C10BA06,dokumenteret,ingen,7,G,C,C10BA06_G03AB05
G03AB05,C10AA07,dokumenteret,ingen,7,G,C,C10AA07_G03AB05
G03FB05,N06AB03,dokumenteret,ingen,7,G,N,G03FB05_N06AB03
G03FA14,C09DX03,dokumenteret,ingen,7,G,C,C09DX03_G03FA14
G03FA14,C03EA01,dokumenteret,ingen,7,G,C,C03EA01_G03FA14
G03AA07,J05AR18,dokumenteret,ingen,7,G,J,G03AA07_J05AR18
G03AA09,N06AB03,dokumenteret,ingen,7,G,N,G03AA09_N06AB03
G03FB05,N06AB03,dokumenteret,ingen,7,G,N,G03FB05_N06AB03
N01AH01,N02BG10,dokumenteret,ingen,7,N,N,N01AH01_N02BG10
G03DB08,C10AA07,dokumenteret,ingen,7,G,C,C10AA07_G03DB08
J05AR22,C10BA06,dokumenteret,ingen,7,J,C,C10BA06_J05AR22
J05AR22,C10AA07,dokumenteret,ingen,7,J,C,C10AA07_J05AR22
L02BA01,L02BB03,dokumenteret,ingen,7,L,L,L02BA01_L02BB03
L02AB02,N06AB03,dokumenteret,ingen,7,L,N,L02AB02_N06AB03
L04AC07,G03AB08,dokumenteret,ingen,7,L,G,G03AB08_L04AC07
G03AC06,N05CD05,ringe dokumenteret,ingen,7,G,N,G03AC06_N05CD05
J05AR09,G03AA10,dokumenteret,ingen,7,J,G,G03AA10_J05AR09
G03FA14,N05CD05,ringe dokumenteret,ingen,7,G,N,G03FA14_N05CD05
C09DB02,C03AA03,dokumenteret,ingen,7,C,C,C03AA03_C09DB02
J05AR22,G03AA10,dokumenteret,ingen,7,J,G,G03AA10_J05AR22
G03AC01,N06AB03,dokumenteret,ingen,7,G,N,G03AC01_N06AB03
C09DB02,C09DX03,dokumenteret,ingen,7,C,C,C09DB02_C09DX03
G03FA14,N06AB03,dokumenteret,ingen,7,G,N,G03FA14_N06AB03
C09DB02,C09BA03,dokumenteret,ingen,7,C,C,C09BA03_C09DB02
L01CD02,L01XE02,dokumenteret,ingen,7,L,L,L01CD02_L01XE02
J05AR09,G03CA03,dokumenteret,ingen,7,J,G,G03CA03_J05AR09
J05AR22,G03FA01,dokumenteret,ingen,7,J,G,G03FA01_J05AR22
G03FB06,A10AE56,dokumenteret,ingen,7,G,A,A10AE56_G03FB06
C09BB04,C07BB02,dokumenteret,ingen,7,C,C,C07BB02_C09BB04
C09BB04,C09DA06,dokumenteret,ingen,7,C,C,C09BB04_C09DA06
G03AC08,N06AB03,dokumenteret,ingen,7,G,N,G03AC08_N06AB03
N05CD05,N06AB03,dokumenteret,ingen,7,N,N,N05CD05_N06AB03
G03AA11,N06AB03,dokumenteret,ingen,7,G,N,G03AA11_N06AB03
R06AX27,J01FA01,dokumenteret,ingen,7,R,J,J01FA01_R06AX27
C09BB04,C09BA02,dokumenteret,ingen,7,C,C,C09BA02_C09BB04
A10BB07,J01FA01,dokumenteret,ingen,7,A,J,A10BB07_J01FA01
C09BB04,C03AA03,dokumenteret,ingen,7,C,C,C03AA03_C09BB04
C09BB04,C09DA07,dokumenteret,ingen,7,C,C,C09BB04_C09DA07
B01AA03,B03BB01,dokumenteret,ingen,7,B,B,B01AA03_B03BB01
J05AF07,G03FB06,dokumenteret,ingen,7,J,G,G03FB06_J05AF07
M04AA01,L04AA06,dokumenteret,ingen,7,M,L,L04AA06_M04AA01
B05BA10,L04AA06,dokumenteret,ingen,7,B,L,B05BA10_L04AA06
A10BD05,A10AC01,dokumenteret,ingen,7,A,A,A10AC01_A10BD05
C09BB04,C09BA05,dokumenteret,ingen,7,C,C,C09BA05_C09BB04
G03AA07,C10BA06,dokumenteret,ingen,7,G,C,C10BA06_G03AA07
G03AA07,C10AA07,dokumenteret,ingen,7,G,C,C10AA07_G03AA07
G03AA16,A06AX05,dokumenteret,ingen,7,G,A,A06AX05_G03AA16
G03AB08,A06AX05,dokumenteret,ingen,7,G,A,A06AX05_G03AB08
A11HA03,B03BA03,dokumenteret,ingen,7,A,B,A11HA03_B03BA03
G03AA09,A06AX05,dokumenteret,ingen,7,G,A,A06AX05_G03AA09
G03FA14,A06AX05,dokumenteret,ingen,7,G,A,A06AX05_G03FA14
G03AA10,A06AX05,dokumenteret,ingen,7,G,A,A06AX05_G03AA10
A11HA03,V03AB33,dokumenteret,ingen,7,A,V,A11HA03_V03AB33
C09DA03,G03FB08,dokumenteret,ingen,7,C,G,C09DA03_G03FB08
B05XC,B05XC,dokumenteret,ingen,7,B,B,B05XC_B05XC
C09CA03,G03AA13,dokumenteret,ingen,7,C,G,C09CA03_G03AA13
G03AA10,N05CD05,ringe dokumenteret,ingen,7,G,N,G03AA10_N05CD05
G03FB08,N05CD05,ringe dokumenteret,ingen,7,G,N,G03FB08_N05CD05
C09CA03,G03AA12,dokumenteret,ingen,7,C,G,C09CA03_G03AA12
L01XX19,L01XC07,veldokumenteret,ingen,7,L,L,L01XC07_L01XX19
J05AG05,G03FA17,dokumenteret,ingen,7,J,G,G03FA17_J05AG05
J05AG05,G03AA09,dokumenteret,ingen,7,J,G,G03AA09_J05AG05
R02AA20,A02BA02,veldokumenteret,ingen,7,R,A,A02BA02_R02AA20
B01AA03,B01AC27,dokumenteret,ingen,7,B,B,B01AC27_B01AA03
J05AF09,G03AA10,dokumenteret,ingen,7,J,G,G03AA10_J05AF09
J05AF09,G03FB05,dokumenteret,ingen,7,J,G,G03FB05_J05AF09
J05AF09,G02BB01,dokumenteret,ingen,7,J,G,G02BB01_J05AF09
G03AB08,N05CD05,ringe dokumenteret,ingen,7,G,N,G03AB08_N05CD05
G03AA13,N05CD05,ringe dokumenteret,ingen,7,G,N,G03AA13_N05CD05
G03AC01,N06BC01,ringe dokumenteret,ingen,7,G,N,G03AC01_N06BC01
G03FA14,J05AR02,dokumenteret,ingen,7,G,J,G03FA14_J05AR02
G03FA14,J05AR13,dokumenteret,ingen,7,G,J,G03FA14_J05AR13
J05AR19,J05AX12,dokumenteret,ingen,7,J,J,J05AR19_J05AX12
J05AR06,G03FA12,dokumenteret,ingen,7,J,G,G03FA12_J05AR06
A10BJ01,C09AA03,veldokumenteret,ingen,7,A,C,A10BJ01_C09AA03
G02AD06,G03CA03,dokumenteret,ingen,7,G,G,G02AD06_G03CA03
D11AX18,S01EB51,veldokumenteret,ingen,7,D,S,D11AX18_S01EB51
J05AR20,J05AR25,dokumenteret,ingen,7,J,J,J05AR20_J05AR25
J05AR18,J05AR21,dokumenteret,ingen,7,J,J,J05AR18_J05AR21
G03AA07,A10AE56,dokumenteret,ingen,7,G,A,A10AE56_G03AA07
J05AF09,G03AB08,dokumenteret,ingen,7,J,G,G03AB08_J05AF09
J05AF09,G03HB01,dokumenteret,ingen,7,J,G,G03HB01_J05AF09
J05AF09,G03FA12,dokumenteret,ingen,7,J,G,G03FA12_J05AF09
J05AR22,J05AR13,dokumenteret,ingen,7,J,J,J05AR13_J05AR22
C07AB03,A10AD06,dokumenteret,ingen,7,C,A,A10AD06_C07AB03
J05AR22,J05AX12,dokumenteret,ingen,7,J,J,J05AR22_J05AX12
N05BA06,V04CL,dokumenteret,ingen,7,N,V,N05BA06_V04CL
J05AF13,J05AR13,dokumenteret,ingen,7,J,J,J05AF13_J05AR13
G03AA13,N06AX26,dokumenteret,ingen,7,G,N,G03AA13_N06AX26
J05AF13,J05AR25,dokumenteret,ingen,7,J,J,J05AF13_J05AR25
J05AR17,J05AR21,dokumenteret,ingen,7,J,J,J05AR17_J05AR21
L01XE29,J04AM02,dokumenteret,ingen,7,L,J,J04AM02_L01XE29
A10BK02,G03AB03,veldokumenteret,ingen,7,A,G,A10BK02_G03AB03
G03FB06,N06AX26,dokumenteret,ingen,7,G,N,G03FB06_N06AX26
A10BK02,G03AA09,veldokumenteret,ingen,7,A,G,A10BK02_G03AA09
A10BK02,G03AA13,veldokumenteret,ingen,7,A,G,A10BK02_G03AA13
A10BK02,G03FB08,veldokumenteret,ingen,7,A,G,A10BK02_G03FB08
J05AF01,G03CA03,dokumenteret,ingen,7,J,G,G03CA03_J05AF01
J05AR18,G03FB08,dokumenteret,ingen,7,J,G,G03FB08_J05AR18
A10BK02,G03AA14,veldokumenteret,ingen,7,A,G,A10BK02_G03AA14
N04BA02,N04BC09,dokumenteret,ingen,7,N,N,N04BA02_N04BC09
A10BK02,G03AB08,veldokumenteret,ingen,7,A,G,A10BK02_G03AB08
A10BK02,G03HB01,veldokumenteret,ingen,7,A,G,A10BK02_G03HB01
A10BK02,G03FA12,veldokumenteret,ingen,7,A,G,A10BK02_G03FA12
A02BX13,C07CB03,dokumenteret,ingen,7,A,C,A02BX13_C07CB03
L02AB02,J05AR02,dokumenteret,ingen,7,L,J,J05AR02_L02AB02
N02CC01,G03FB08,dokumenteret,ingen,7,N,G,G03FB08_N02CC01
A02BC05,N02BE51,dokumenteret,ingen,7,A,N,A02BC05_N02BE51
L02AB02,J05AR04,dokumenteret,ingen,7,L,J,J05AR04_L02AB02
S01AE07,M04AB01,dokumenteret,ingen,7,S,M,M04AB01_S01AE07
J05AR02,J05AF11,dokumenteret,ingen,7,J,J,J05AF11_J05AR02
J05AF01,G03FA12,dokumenteret,ingen,7,J,G,G03FA12_J05AF01
J05AP51,J05AG05,begrænset dokumenteret,ingen,7,J,J,J05AG05_J05AP51
J05AR09,G03CA03,dokumenteret,ingen,7,J,G,G03CA03_J05AR09
N03AX18,N03AG01,dokumenteret,ingen,7,N,N,N03AG01_N03AX18
G02BB01,N02BA75,ringe dokumenteret,ingen,7,G,N,G02BB01_N02BA75
A10BD09,A10BH03,veldokumenteret,ingen,7,A,A,A10BD09_A10BH03
A10BD16,M04AB01,dokumenteret,ingen,7,A,M,A10BD16_M04AB01
J05AR09,G03AA13,dokumenteret,ingen,7,J,G,G03AA13_J05AR09
J05AR09,G03FA17,dokumenteret,ingen,7,J,G,G03FA17_J05AR09
G03AC06,J05AP56,begrænset dokumenteret,ingen,7,G,J,G03AC06_J05AP56
J05AP08,J05AR19,begrænset dokumenteret,ingen,7,J,J,J05AP08_J05AR19
J05AP56,G03FA12,begrænset dokumenteret,ingen,7,J,G,G03FA12_J05AP56
A10BD16,N02AJ06,dokumenteret,ingen,7,A,N,A10BD16_N02AJ06
N02BA51,C07CB03,dokumenteret,ingen,7,N,C,C07CB03_N02BA51
J05AP55,J05AR20,begrænset dokumenteret,ingen,7,J,J,J05AP55_J05AR20
C07CB03,M02AA07,begrænset dokumenteret,ingen,7,C,M,C07CB03_M02AA07
N02BA01,A02AD01,dokumenteret,ingen,7,N,A,A02AD01_N02BA01
B05BB01,N03AG01,dokumenteret,ingen,7,B,N,B05BB01_N03AG01
B01AC22,C10BA05,dokumenteret,ingen,7,B,C,B01AC22_C10BA05
J05AP56,J05AR09,begrænset dokumenteret,ingen,7,J,J,J05AP56_J05AR09
B01AC06,C10BA05,dokumenteret,ingen,7,B,C,B01AC06_C10BA05
J05AR04,G03HB01,dokumenteret,ingen,7,J,G,G03HB01_J05AR04
R03AL08,R03AK06,dokumenteret,ingen,7,R,R,R03AK06_R03AL08
A10BK01,A10BD13,dokumenteret,ingen,7,A,A,A10BD13_A10BK01
R03AL08,R03AK10,dokumenteret,ingen,7,R,R,R03AK10_R03AL08
J05AR04,G03AA16,dokumenteret,ingen,7,J,G,G03AA16_J05AR04
A02AD01,A10BB07,dokumenteret,ingen,7,A,A,A02AD01_A10BB07
N03AX14,M04AB01,dokumenteret,ingen,7,N,M,M04AB01_N03AX14
B05BB01,J05AE07,dokumenteret,ingen,7,B,J,B05BB01_J05AE07
A02AD01,J05AE07,dokumenteret,ingen,7,A,J,A02AD01_J05AE07
J04AM02,J04AB04,dokumenteret,ingen,7,J,J,J04AB04_J04AM02
G03AB03,N02CC01,dokumenteret,ingen,7,G,N,G03AB03_N02CC01
A10BD20,C09DA04,dokumenteret,ingen,7,A,C,A10BD20_C09DA04
B05ZB,N03AG01,dokumenteret,ingen,7,B,N,B05ZB_N03AG01
R03AK10,R01AD58,dokumenteret,ingen,7,R,R,R01AD58_R03AK10
A12CC04,J05AE07,dokumenteret,ingen,7,A,J,A12CC04_J05AE07
C07AA05,C09AA02,dokumenteret,ingen,7,C,C,C07AA05_C09AA02
N03AX23,N03AG01,dokumenteret,ingen,7,N,N,N03AG01_N03AX23
J04AC01,J04AB04,dokumenteret,ingen,7,J,J,J04AB04_J04AC01
A02AD01,J05AE07,dokumenteret,ingen,7,A,J,A02AD01_J05AE07
B05AA07,J05AE07,dokumenteret,ingen,7,B,J,B05AA07_J05AE07
J05AR13,J05AF11,dokumenteret,ingen,7,J,J,J05AF11_J05AR13
J05AR08,G02BB01,dokumenteret,ingen,7,J,G,G02BB01_J05AR08
J05AR08,G03AB05,dokumenteret,ingen,7,J,G,G03AB05_J05AR08
R03AK10,R03AL08,dokumenteret,ingen,7,R,R,R03AK10_R03AL08
G03HB01,A10BJ02,dokumenteret,ingen,7,G,A,A10BJ02_G03HB01
B01AB10,B01AC25,dokumenteret,ingen,7,B,B,B01AB10_B01AC25
L04AC01,L04AA06,veldokumenteret,ingen,7,L,L,L04AC01_L04AA06
G03AA12,C09DA07,dokumenteret,ingen,7,G,C,C09DA07_G03AA12
N02BA01,B01AC25,dokumenteret,ingen,7,N,B,B01AC25_N02BA01
J05AR08,G03AA09,dokumenteret,ingen,7,J,G,G03AA09_J05AR08
J05AR08,G03AA13,dokumenteret,ingen,7,J,G,G03AA13_J05AR08
G03AA12,G04CA53,dokumenteret,ingen,7,G,G,G03AA12_G04CA53
G03AA12,G04BD08,dokumenteret,ingen,7,G,G,G03AA12_G04BD08
G03FA12,C09DA03,dokumenteret,ingen,7,G,C,C09DA03_G03FA12
G03FA12,C09DB01,dokumenteret,ingen,7,G,C,C09DB01_G03FA12
J05AR08,G03AA07,dokumenteret,ingen,7,J,G,G03AA07_J05AR08
G03FA12,C09DX01,dokumenteret,ingen,7,G,C,C09DX01_G03FA12
C09DA08,C09DA08,veldokumenteret,ingen,7,C,C,C09DA08_C09DA08
J05AR08,G03FA12,dokumenteret,ingen,7,J,G,G03FA12_J05AR08
G02BA03,C09CA03,dokumenteret,ingen,7,G,C,C09CA03_G02BA03
G02BA03,C09DX01,dokumenteret,ingen,7,G,C,C09DX01_G02BA03
G03AA14,C09DA03,dokumenteret,ingen,7,G,C,C09DA03_G03AA14
G03AA14,C09DB01,dokumenteret,ingen,7,G,C,C09DB01_G03AA14
G03AA14,C09CA03,dokumenteret,ingen,7,G,C,C09CA03_G03AA14
J05AR08,G03HB01,dokumenteret,ingen,7,J,G,G03HB01_J05AR08
G03HB01,A10BJ01,dokumenteret,ingen,7,G,A,A10BJ01_G03HB01
G03FB08,G04CA53,dokumenteret,ingen,7,G,G,G03FB08_G04CA53
V03AE02,C09BB02,dokumenteret,ingen,7,V,C,C09BB02_V03AE02
